Id,ActivityDate,TotalSteps,TotalDistance,TrackerDistance,LoggedActivitiesDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,SedentaryActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories
8877689391,08-05-2016,10686,8.11,8.11,0,1.08,0.20,6.80,0,17,4,245,1174,2847
1503960366,09-05-2016,12022,7.72,7.72,0,3.45,0.53,3.74,0,46,11,206,835,1819
1624580081,09-05-2016,1732,1.13,1.13,0,0.00,0.00,1.13,0,0,0,91,1349,1328
1644430081,09-05-2016,6643,4.83,4.83,0,2.39,0.35,2.09,0.01,32,6,303,1099,3008
1844505072,09-05-2016,0,0.00,0.00,0,0.00,0.00,0.00,0,0,0,0,1440,1347
1927972279,09-05-2016,0,0.00,0.00,0,0.00,0.00,0.00,0,0,0,0,1440,2063
2022484408,09-05-2016,13379,9.39,9.39,0,2.12,1.63,5.64,0,35,47,297,1061,2709
2026352035,09-05-2016,10685,6.62,6.62,0,0.00,0.00,6.60,0,0,0,401,543,1869
2320127002,09-05-2016,3090,2.08,2.08,0,0.00,0.00,2.08,0,0,0,145,1295,1630
2873212765,09-05-2016,7726,5.19,5.19,0,0.00,0.00,5.19,0,0,0,345,1095,1906
3977333714,09-05-2016,14687,10.08,10.08,0,0.77,5.60,3.55,0,8,122,151,1159,1667
4020332650,09-05-2016,4556,3.27,3.27,0,0.20,0.12,2.94,0,3,5,173,1225,2785
4319703577,09-05-2016,10378,6.96,6.96,0,0.14,0.56,6.25,0,2,14,374,490,2345
4388161847,09-05-2016,10218,7.86,7.86,0,0.34,0.73,6.79,0,6,19,258,1020,3013
4445114986,09-05-2016,5275,3.54,3.54,0,0.00,0.00,3.54,0,0,0,266,641,2281
4558609924,09-05-2016,11451,7.57,7.57,0,0.43,1.62,5.52,0,6,30,339,1065,2223
4702921684,09-05-2016,8232,6.68,6.68,0,0.00,0.57,6.10,0,0,12,253,746,2990
5553957443,09-05-2016,11611,7.58,7.58,0,2.13,0.89,4.56,0,59,22,251,667,2272
5577150313,09-05-2016,3421,2.56,2.56,0,1.43,0.14,0.99,0,34,11,70,1099,2489
6117666160,09-05-2016,4477,3.38,3.38,0,0.00,0.00,3.38,0,0,0,197,125,1248
6290855005,09-05-2016,6277,4.75,4.75,0,0.00,0.00,4.73,0.02,0,0,264,800,2175
6962181067,09-05-2016,12342,8.72,8.68,3,3.90,1.18,3.65,0,43,21,231,607,2105
7086361926,09-05-2016,13566,9.11,9.11,0,4.26,1.71,3.12,0,67,50,171,743,2960
8053475328,09-05-2016,12465,9.38,9.38,0,6.12,0.57,2.69,0,66,12,148,1214,2765
8378563200,09-05-2016,8382,6.65,6.65,2,1.27,0.66,4.72,0,71,13,171,772,3721
8583815059,09-05-2016,9877,7.70,7.70,0,5.76,0.17,1.73,0,66,4,110,1260,2947
8792009665,09-05-2016,0,0.00,0.00,0,0.00,0.00,0.00,0,0,0,0,1440,1688
8877689391,09-05-2016,20226,18.25,18.25,0,11.10,0.80,6.24,0.050000001,73,19,217,1131,3710
1503960366,10-05-2016,12207,7.77,7.77,0,3.35,1.16,3.26,0,46,31,214,746,1859
1624580081,10-05-2016,2969,1.93,1.93,0,0.00,0.00,1.92,0.01,0,0,139,1301,1393
1644430081,10-05-2016,9167,6.66,6.66,0,0.88,0.81,4.97,0.01,12,19,155,1254,2799
1844505072,10-05-2016,0,0.00,0.00,0,0.00,0.00,0.00,0,0,0,0,1440,1347
1927972279,10-05-2016,0,0.00,0.00,0,0.00,0.00,0.00,0,0,0,0,1440,2063
2022484408,10-05-2016,12798,8.98,8.98,0,2.22,1.21,5.56,0,57,28,271,1084,2797
2026352035,10-05-2016,254,0.16,0.16,0,0.00,0.00,0.16,0,0,0,17,1002,1141
2320127002,10-05-2016,6227,4.20,4.20,0,0.00,0.00,4.20,0,0,0,290,1150,1899
2873212765,10-05-2016,8275,5.56,5.56,0,0.00,0.00,5.55,0.01,0,0,373,1067,1962
3977333714,10-05-2016,13072,8.78,8.78,0,0.07,5.40,3.31,0,1,115,196,676,1630
4020332650,10-05-2016,5546,3.98,3.98,0,0.00,0.00,3.87,0.039999999,0,0,206,774,2926
4319703577,10-05-2016,9487,6.37,6.37,0,0.21,0.46,5.70,0,3,12,329,555,2260
4388161847,10-05-2016,10299,7.92,7.92,0,0.81,0.65,6.46,0,13,14,267,648,3061
4445114986,10-05-2016,3915,2.63,2.63,0,0.00,0.00,2.63,0,0,0,231,783,2181
4558609924,10-05-2016,6435,4.25,4.25,0,0.74,1.12,2.39,0,11,18,220,1191,1889
4702921684,10-05-2016,10613,8.61,8.61,0,0.08,1.88,6.65,0,1,37,262,701,3172
5553957443,10-05-2016,16358,10.71,10.71,0,3.87,1.61,5.20,0,61,40,265,707,2335
5577150313,10-05-2016,8869,6.65,6.65,0,2.56,0.75,3.35,0,104,37,194,639,3841
6290855005,10-05-2016,0,0.00,0.00,0,0.00,0.00,0.00,0,0,0,0,1440,0
6962181067,10-05-2016,15448,10.21,10.21,0,3.47,1.75,4.99,0,62,34,275,626,2361
7086361926,10-05-2016,14433,10.79,10.79,0,7.11,1.20,2.45,0,72,23,106,1182,2800
8053475328,10-05-2016,14810,11.36,11.36,0,9.09,0.42,1.85,0,96,10,115,1219,2926
8378563200,10-05-2016,6582,5.22,5.22,2,0.66,0.64,3.92,0,63,13,152,840,3586
8583815059,10-05-2016,8240,6.43,6.43,0,0.69,2.01,3.72,0,9,43,162,1226,2846
8792009665,10-05-2016,0,0.00,0.00,0,0.00,0.00,0.00,0,0,0,0,48,57
8877689391,10-05-2016,10733,8.15,8.15,0,1.35,0.46,6.28,0,18,11,224,1187,2832
1503960366,11-05-2016,12770,8.13,8.13,0,2.56,1.01,4.55,0,36,23,251,669,1783
1624580081,11-05-2016,3134,2.04,2.04,0,0.00,0.00,2.04,0,0,0,112,1328,1359
1644430081,11-05-2016,1329,0.97,0.97,0,0.00,0.00,0.95,0.01,0,0,49,713,1276
1844505072,11-05-2016,0,0.00,0.00,0,0.00,0.00,0.00,0,0,0,0,1440,1347
1927972279,11-05-2016,0,0.00,0.00,0,0.00,0.00,0.00,0,0,0,0,1440,2063
2022484408,11-05-2016,13272,9.32,9.32,0,4.18,1.15,3.99,0,58,25,224,1133,2544
2026352035,11-05-2016,8580,5.32,5.32,0,0.00,0.00,5.32,0,0,0,330,569,1698
2320127002,11-05-2016,6424,4.33,4.33,0,0.00,0.00,4.33,0,0,0,300,1140,1903
2873212765,11-05-2016,6440,4.33,4.33,0,0.00,0.00,4.32,0.01,0,0,319,1121,1826
3977333714,11-05-2016,746,0.50,0.50,0,0.37,0.00,0.13,0,4,0,9,13,52
4020332650,11-05-2016,3689,2.65,2.65,0,0.11,0.17,2.33,0,2,8,134,1296,2645
4319703577,11-05-2016,9129,6.13,6.13,0,0.20,0.74,5.18,0,3,18,311,574,2232
4388161847,11-05-2016,10201,7.84,7.84,0,0.53,0.79,6.53,0,8,18,256,858,2954
4445114986,11-05-2016,9105,6.11,6.11,0,2.25,1.00,2.86,0,34,22,232,622,2499
4558609924,11-05-2016,9108,6.02,6.02,0,0.26,1.82,3.94,0,4,31,324,1081,2131
4702921684,11-05-2016,9810,7.96,7.96,0,0.78,2.16,4.98,0,10,41,235,784,3069
5553957443,11-05-2016,4926,3.22,3.22,0,0.00,0.00,3.22,0,0,0,195,628,1693
5577150313,11-05-2016,4038,3.04,3.04,0,1.83,0.30,0.89,0,45,15,63,257,1665
6962181067,11-05-2016,6722,4.44,4.44,0,1.49,0.31,2.65,0,24,7,199,709,1855
7086361926,11-05-2016,9572,6.52,6.52,0,2.89,1.39,2.23,0,57,40,128,757,2735
8053475328,11-05-2016,12209,9.40,9.40,0,6.08,0.28,3.04,0,60,7,184,1189,2809
8378563200,11-05-2016,9143,7.25,7.25,2,1.39,0.59,5.27,0,72,10,184,763,3788
8583815059,11-05-2016,8701,6.79,6.79,0,0.37,3.24,3.17,0,5,71,177,1106,2804
8877689391,11-05-2016,21420,19.56,19.56,0,13.22,0.41,5.89,0,88,12,213,1127,3832
1503960366,12-04-2016,13162,8.50,8.50,0,1.88,0.55,6.06,0,25,13,328,728,1985
1624580081,12-04-2016,8163,5.31,5.31,0,0.00,0.00,5.31,0,0,0,146,1294,1432
1644430081,12-04-2016,10694,7.77,7.77,0,0.14,2.30,5.33,0,2,51,256,1131,3199
1844505072,12-04-2016,6697,4.43,4.43,0,0.00,0.00,4.43,0,0,0,339,1101,2030
1927972279,12-04-2016,678,0.47,0.47,0,0.00,0.00,0.47,0,0,0,55,734,2220
2022484408,12-04-2016,11875,8.34,8.34,0,3.31,0.77,4.26,0,42,14,227,1157,2390
2026352035,12-04-2016,4414,2.74,2.74,0,0.19,0.35,2.20,0,3,8,181,706,1459
2320127002,12-04-2016,10725,7.49,7.49,0,1.17,0.31,6.01,0,13,9,306,1112,2124
2347167796,12-04-2016,10113,6.83,6.83,0,2.00,0.62,4.20,0,28,13,320,964,2344
2873212765,12-04-2016,8796,5.91,5.91,0,0.11,0.93,4.88,0,2,21,356,1061,1982
3372868164,12-04-2016,4747,3.24,3.24,0,0.00,0.00,3.23,0.01,0,0,280,1160,1788
3977333714,12-04-2016,8856,5.98,5.98,0,3.06,0.91,2.01,0,44,19,131,777,1450
4020332650,12-04-2016,8539,6.12,6.12,0,0.15,0.24,5.68,0,4,15,331,712,3654
4057192912,12-04-2016,5394,4.03,4.03,0,0.00,0.00,3.94,0,0,0,164,1276,2286
4319703577,12-04-2016,7753,5.20,5.20,0,0.00,0.00,0.00,0,0,0,0,1440,2115
4388161847,12-04-2016,10122,7.78,7.78,0,0.00,0.00,0.00,0,0,0,0,1440,2955
4445114986,12-04-2016,3276,2.20,2.20,0,0.00,0.00,2.20,0,0,0,196,787,2113
4558609924,12-04-2016,5135,3.39,3.39,0,0.00,0.00,3.39,0,0,0,318,1122,1909
4702921684,12-04-2016,7213,5.88,5.88,0,0.00,0.00,5.85,0,0,0,263,718,2947
5553957443,12-04-2016,11596,7.57,7.57,0,1.37,0.79,5.41,0,19,13,277,767,2026
5577150313,12-04-2016,8135,6.08,6.08,0,3.60,0.38,2.10,0,86,16,140,728,3405
6117666160,12-04-2016,0,0.00,0.00,0,0.00,0.00,0.00,0,0,0,0,1440,1496
6290855005,12-04-2016,4562,3.45,3.45,0,0.00,0.00,3.45,0,0,0,199,1241,2560
6775888955,12-04-2016,0,0.00,0.00,0,0.00,0.00,0.00,0,0,0,0,1440,1841
6962181067,12-04-2016,10199,6.74,6.74,0,3.40,0.83,2.51,0,50,14,189,796,1994
7007744171,12-04-2016,14172,10.29,9.48,5,4.50,0.38,5.41,0,53,8,355,1024,2937
7086361926,12-04-2016,11317,8.41,8.41,0,5.27,0.15,2.97,0,59,6,153,745,2772
8053475328,12-04-2016,18060,14.12,14.12,0,11.64,0.39,2.10,0,116,8,123,1193,3186
8253242879,12-04-2016,9033,7.16,7.16,0,5.43,0.14,1.59,0,40,2,154,1244,2044
8378563200,12-04-2016,7626,6.05,6.05,2,0.83,0.71,4.50,0,65,15,156,723,3635
8583815059,12-04-2016,5014,3.91,3.91,0,0.00,0.33,3.58,0,0,7,196,1237,2650
8792009665,12-04-2016,2564,1.64,1.64,0,0.00,0.00,1.64,0,0,0,116,831,2044
8877689391,12-04-2016,23186,20.40,20.40,0,12.22,0.34,7.82,0,85,7,312,1036,3921
1503960366,12-05-2016,0,0.00,0.00,0,0.00,0.00,0.00,0,0,0,0,1440,0
1624580081,12-05-2016,2971,1.93,1.93,0,0.00,0.00,1.92,0.01,0,0,107,890,1002
1844505072,12-05-2016,0,0.00,0.00,0,0.00,0.00,0.00,0,0,0,0,711,665
1927972279,12-05-2016,0,0.00,0.00,0,0.00,0.00,0.00,0,0,0,0,966,1383
2022484408,12-05-2016,9117,6.41,6.41,0,1.28,0.67,4.44,0,16,16,236,728,1853
2026352035,12-05-2016,8891,5.51,5.51,0,0.00,0.00,5.51,0,0,0,343,330,1364
2320127002,12-05-2016,2661,1.79,1.79,0,0.00,0.00,1.79,0,0,0,128,830,1125
2873212765,12-05-2016,7566,5.11,5.11,0,0.00,0.00,5.11,0,0,0,268,720,1431
4020332650,12-05-2016,590,0.42,0.42,0,0.00,0.00,0.41,0,0,0,21,721,1120
4319703577,12-05-2016,17,0.01,0.01,0,0.00,0.00,0.01,0,0,0,2,0,257
4388161847,12-05-2016,3369,2.59,2.59,0,0.00,0.00,2.59,0,0,0,108,825,1623
4445114986,12-05-2016,768,0.52,0.52,0,0.00,0.00,0.52,0,0,0,58,380,1212
4558609924,12-05-2016,6307,4.17,4.17,0,0.00,0.00,4.17,0,0,0,247,736,1452
4702921684,12-05-2016,2752,2.23,2.23,0,0.00,0.00,2.23,0,0,0,68,241,1240
5553957443,12-05-2016,3121,2.04,2.04,0,0.58,0.40,1.06,0,8,6,48,222,741
6962181067,12-05-2016,3587,2.37,2.37,0,0.00,0.25,2.11,0,0,8,105,127,928
7086361926,12-05-2016,3789,2.56,2.56,0,0.38,0.27,1.89,0,5,4,58,343,1199
8053475328,12-05-2016,4998,3.91,3.91,0,2.95,0.20,0.76,0,28,4,39,839,1505
8378563200,12-05-2016,4561,3.62,3.62,0,0.65,0.27,2.69,0,8,6,102,433,1976
8583815059,12-05-2016,0,0.00,0.00,0,0.00,0.00,0.00,0,0,0,0,1440,0
8877689391,12-05-2016,8064,6.12,6.12,0,1.82,0.04,4.25,0,23,1,137,770,1849
1503960366,4-13-2016,10735,6.97,6.97,0,1.57,0.69,4.71,0,21,19,217,776,1797
1624580081,4-13-2016,7007,4.55,4.55,0,0.00,0.00,4.55,0,0,0,148,1292,1411
1644430081,4-13-2016,8001,5.82,5.82,0,2.28,0.90,2.64,0,30,16,135,1259,2902
1844505072,4-13-2016,4929,3.26,3.26,0,0.00,0.00,3.26,0,0,0,248,1192,1860
1927972279,4-13-2016,356,0.25,0.25,0,0.00,0.00,0.25,0,0,0,32,986,2151
2022484408,4-13-2016,12024,8.50,8.50,0,2.99,0.10,5.41,0,43,5,292,1100,2601
2026352035,4-13-2016,4993,3.10,3.10,0,0.00,0.00,3.10,0,0,0,238,663,1521
2320127002,4-13-2016,7275,4.90,4.90,0,0.00,0.00,4.90,0,0,0,335,1105,2003
2347167796,4-13-2016,10352,7.01,7.01,0,1.66,1.94,3.41,0,19,32,195,676,2038
2873212765,4-13-2016,7618,5.12,5.12,0,0.00,0.22,4.88,0.02,0,8,404,1028,2004
3372868164,4-13-2016,9715,6.63,6.63,0,0.99,0.34,5.27,0.02,16,8,371,1045,2093
3977333714,4-13-2016,10035,6.71,6.71,0,2.03,2.13,2.55,0,31,46,153,754,1495
4020332650,4-13-2016,0,0.00,0.00,0,0.00,0.00,0.00,0,0,0,0,1440,1981
4057192912,4-13-2016,5974,4.47,4.47,0,0.00,0.00,4.37,0,0,0,160,1280,2306
4319703577,4-13-2016,8204,5.50,5.50,0,0.53,0.59,1.31,0,8,15,96,1234,2135
4388161847,4-13-2016,10993,8.45,8.45,0,0.06,0.63,3.88,0,1,14,150,1275,3092
4445114986,4-13-2016,2961,1.99,1.99,0,0.00,0.00,1.99,0,0,0,194,840,2095
4558609924,4-13-2016,4978,3.29,3.29,0,1.24,0.44,1.61,0,19,7,127,1287,1722
4702921684,4-13-2016,6877,5.58,5.58,0,0.00,0.00,5.58,0,0,0,258,777,2898
5553957443,4-13-2016,4832,3.16,3.16,0,0.00,0.00,3.16,0,0,0,226,647,1718
5577150313,4-13-2016,5077,3.79,3.79,0,0.32,0.22,3.25,0,15,11,144,776,2551
6117666160,4-13-2016,0,0.00,0.00,0,0.00,0.00,0.00,0,0,0,0,1440,1496
6290855005,4-13-2016,7142,5.40,5.40,0,0.00,0.00,5.39,0.01,0,0,350,1090,2905
6775888955,4-13-2016,4053,2.91,2.91,0,1.11,0.58,1.22,0,17,18,85,1053,2400
6962181067,4-13-2016,5652,3.74,3.74,0,0.57,1.21,1.96,0,8,24,142,548,1718
7007744171,4-13-2016,12862,9.65,8.60,5,4.61,0.56,4.48,0,56,22,261,1101,2742
7086361926,4-13-2016,5813,3.62,3.62,0,0.56,0.21,2.84,0,31,26,155,744,2516
8053475328,4-13-2016,16433,13.35,13.35,0,10.43,0.47,2.45,0,95,12,156,1177,3140
8253242879,4-13-2016,8053,6.10,6.10,0,4.17,0.63,1.31,0,35,11,96,1298,1935
8378563200,4-13-2016,12386,9.82,9.82,2,4.96,0.65,4.21,0,116,14,169,680,4079
8583815059,4-13-2016,5571,4.35,4.35,0,0.15,0.97,3.23,0,2,23,163,1252,2654
8792009665,4-13-2016,1320,0.84,0.84,0,0.00,0.00,0.84,0,0,0,82,806,1934
8877689391,4-13-2016,15337,9.58,9.58,0,3.55,0.38,5.64,0,108,18,216,1098,3566
1503960366,4-14-2016,10460,6.74,6.74,0,2.44,0.40,3.91,0,30,11,181,1218,1776
1624580081,4-14-2016,9107,5.92,5.92,0,0.00,0.00,5.91,0.01,0,0,236,1204,1572
1644430081,4-14-2016,11037,8.02,8.02,0,0.36,2.56,5.10,0,5,58,252,1125,3226
1844505072,4-14-2016,7937,5.25,5.25,0,0.00,0.00,5.23,0,0,0,373,843,2130
1927972279,4-14-2016,2163,1.50,1.50,0,0.00,0.40,1.10,0,0,9,88,1292,2383
2022484408,4-14-2016,10690,7.50,7.50,0,2.48,0.21,4.82,0,32,3,257,1148,2312
2026352035,4-14-2016,3335,2.07,2.07,0,0.00,0.00,2.05,0,0,0,197,653,1431
2320127002,4-14-2016,3973,2.68,2.68,0,0.00,0.00,2.68,0,0,0,191,1249,1696
2347167796,4-14-2016,10129,6.70,6.70,0,0.02,2.74,3.94,0,1,48,206,705,2010
2873212765,4-14-2016,7910,5.32,5.32,0,0.00,0.00,5.32,0,0,0,331,1109,1893
3372868164,4-14-2016,8844,6.03,6.03,0,0.34,1.03,4.65,0.01,6,25,370,1039,2065
3977333714,4-14-2016,7641,5.11,5.11,0,0.32,0.97,3.82,0,5,23,214,801,1433
4020332650,4-14-2016,108,0.08,0.08,0,0.00,0.00,0.03,0,0,0,3,1437,2011
4057192912,4-14-2016,0,0.00,0.00,0,0.00,0.00,0.00,0,0,0,0,1440,1776
4319703577,4-14-2016,10210,6.88,6.88,0,0.11,0.33,6.44,0,1,9,339,589,2302
4388161847,4-14-2016,8863,6.82,6.82,0,0.13,1.07,5.62,0,10,35,219,945,2998
4445114986,4-14-2016,3974,2.67,2.67,0,0.00,0.00,2.67,0,0,0,231,717,2194
4558609924,4-14-2016,6799,4.49,4.49,0,0.00,0.00,4.49,0,0,0,279,1161,1922
4702921684,4-14-2016,7860,6.37,6.37,0,0.00,0.00,6.37,0,0,0,271,772,2984
5553957443,4-14-2016,17022,11.12,11.12,0,4.00,2.45,4.67,0,61,41,256,693,2324
5577150313,4-14-2016,8596,6.42,6.42,0,3.33,0.31,2.78,0,118,30,176,662,4022
6117666160,4-14-2016,0,0.00,0.00,0,0.00,0.00,0.00,0,0,0,0,1440,1496
6290855005,4-14-2016,7671,5.80,5.80,0,0.00,0.00,5.77,0.029999999,0,0,363,1077,2952
6775888955,4-14-2016,5162,3.70,3.70,0,0.87,0.86,1.97,0,14,24,105,863,2507
6962181067,4-14-2016,1551,1.03,1.03,0,0.00,0.00,1.03,0,0,0,86,862,1466
7007744171,4-14-2016,11179,8.24,7.48,3,2.95,0.34,4.96,0,34,6,304,1096,2668
7086361926,4-14-2016,9123,6.12,6.12,0,2.03,0.33,3.66,0,35,32,189,787,2734
8053475328,4-14-2016,20159,15.97,15.97,0,12.34,0.21,3.36,0,119,5,193,1123,3411
8253242879,4-14-2016,5234,3.46,3.46,0,1.93,0.99,0.54,0,29,16,33,1362,1705
8378563200,4-14-2016,13318,10.56,10.56,2,5.62,1.03,3.91,0,123,21,174,699,4163
8583815059,4-14-2016,3135,2.45,2.45,0,0.00,0.00,2.43,0,0,0,134,1306,2443
8792009665,4-14-2016,1219,0.78,0.78,0,0.00,0.00,0.78,0,0,0,84,853,1963
8877689391,4-14-2016,21129,18.98,18.98,0,10.55,0.59,7.75,0.02,68,13,298,1061,3793
1503960366,4-15-2016,9762,6.28,6.28,0,2.14,1.26,2.83,0,29,34,209,726,1745
1624580081,4-15-2016,1510,0.98,0.98,0,0.00,0.00,0.97,0,0,0,96,1344,1344
1644430081,4-15-2016,5263,3.83,3.83,0,0.22,0.15,3.45,0,3,4,170,1263,2750
1844505072,4-15-2016,3844,2.54,2.54,0,0.00,0.00,2.54,0,0,0,176,527,1725
1927972279,4-15-2016,980,0.68,0.68,0,0.00,0.00,0.68,0,0,0,51,941,2221
2022484408,4-15-2016,11034,8.03,8.03,0,1.94,0.31,5.78,0,27,9,282,1122,2525
2026352035,4-15-2016,3821,2.37,2.37,0,0.00,0.00,2.37,0,0,0,188,687,1444
2320127002,4-15-2016,5205,3.51,3.51,0,0.00,0.00,3.51,0,0,0,245,1195,1801
2347167796,4-15-2016,10465,6.92,6.92,0,0.07,1.42,5.43,0,1,24,284,720,2133
2873212765,4-15-2016,8482,5.70,5.70,0,0.00,0.00,5.69,0.01,0,0,448,992,2063
3372868164,4-15-2016,7451,5.08,5.08,0,0.00,0.00,5.06,0.02,0,0,335,1105,1908
3977333714,4-15-2016,9010,6.06,6.06,0,1.05,1.75,3.26,0,15,42,183,644,1468
4020332650,4-15-2016,1882,1.35,1.35,0,0.21,0.36,0.77,0,36,18,87,1299,2951
4057192912,4-15-2016,3984,2.95,2.95,0,0.21,0.26,2.44,0,3,6,88,873,1527
4319703577,4-15-2016,5664,3.80,3.80,0,0.00,0.00,3.80,0,0,0,228,752,1985
4388161847,4-15-2016,8758,6.73,6.73,0,0.00,0.00,6.73,0,0,0,299,837,3066
4445114986,4-15-2016,7198,4.83,4.83,0,0.00,0.00,4.83,0,0,0,350,711,2496
4558609924,4-15-2016,7795,5.15,5.15,0,0.59,0.84,3.73,0,17,30,262,1131,2121
4702921684,4-15-2016,6506,5.28,5.28,0,0.07,0.42,4.79,0,1,8,256,944,2896
5553957443,4-15-2016,16556,10.86,10.86,0,4.16,1.98,4.71,0,58,38,239,689,2254
5577150313,4-15-2016,12087,9.08,9.08,0,3.92,1.60,3.56,0,115,54,199,695,4005
6117666160,4-15-2016,14019,10.59,10.59,0,0.00,0.28,10.30,0,0,6,513,921,2865
6290855005,4-15-2016,9501,7.18,7.18,0,0.00,0.00,7.17,0.01,0,0,328,1112,2896
6775888955,4-15-2016,1282,0.92,0.92,0,0.00,0.00,0.92,0,0,0,58,976,2127
6962181067,4-15-2016,5563,3.68,3.68,0,0.00,0.00,3.68,0,0,0,217,837,1756
7007744171,4-15-2016,5273,3.53,3.53,0,0.00,0.00,3.53,0,0,0,202,1238,2098
7086361926,4-15-2016,8585,5.67,5.67,0,2.04,1.11,2.53,0,30,21,139,864,2395
8053475328,4-15-2016,20669,16.24,16.24,0,13.26,0.39,2.59,0,132,8,158,1142,3410
8253242879,4-15-2016,2672,1.77,1.77,0,0.00,0.00,1.76,0,0,0,105,1335,1632
8378563200,4-15-2016,14461,11.47,11.47,0,4.91,1.15,5.41,0,60,23,190,729,3666
8583815059,4-15-2016,3430,2.68,2.68,0,0.00,0.00,0.90,0,0,0,65,1375,2505
8792009665,4-15-2016,2483,1.59,1.59,0,0.00,0.00,1.59,0,0,0,126,937,2009
8877689391,4-15-2016,13422,7.17,7.17,0,0.05,0.05,7.01,0.01,106,1,281,1052,3934
1503960366,4-16-2016,12669,8.16,8.16,0,2.71,0.41,5.04,0,36,10,221,773,1863
1624580081,4-16-2016,5370,3.49,3.49,0,0.00,0.00,3.49,0,0,0,176,1264,1463
1644430081,4-16-2016,15300,11.12,11.12,0,4.10,1.88,5.09,0,51,42,212,1135,3493
1844505072,4-16-2016,3414,2.26,2.26,0,0.00,0.00,2.26,0,0,0,147,1293,1657
1927972279,4-16-2016,0,0.00,0.00,0,0.00,0.00,0.00,0,0,0,0,1440,2064
